1834,The BARBARIAN,Wide-Wanderer,"You’ve travelled the wide world over. When you arrive someplace ask the GM about any important traditions, rituals, and so on, they’ll tell you what you need to know.",advanced
1835,The BARBARIAN,Usurper,"When you prove yourself superior to a person in power, take +1 forward with their followers, underlings, and hangers on.",advanced
1836,The BARBARIAN,Khan of Khans,Your hirelings always accept the gratuitous fulfillment of one of your appetites as payment.,advanced
1837,The BARBARIAN,Samson,You may take a debility to immediately break free of any physical or mental restraint.,advanced
1838,The BARBARIAN,Smash!,"When you hack and slash, on a 12+ deal your damage and choose something physical your target has (a weapon, their position, a limb): they lose it.",advanced
1839,The BARBARIAN,Indestructible Hunger,When you take damage you can choose to take -1 ongoing until you sate one of your appetites instead of taking the damage. If you already have this penalty you cannot choose this option.,advanced
1840,The BARBARIAN,Level 6-10,"",advanced
1841,The BARBARIAN,A Good Day to Die,"As long as you have less than your Con in current HP (or 1, whichever is higher) take +1 ongoing.",advanced
1842,The BARBARIAN,Kill 'em All,"*Requires: Appetite for Destruction.* Take another move from the Fighter, Bard or Thief class list. You may not take multiclass moves from those classes.",advanced
1843,The BARBARIAN,War Cry,"When you enter battle with a show of force (a shout, a rallying cry, a battle dance) roll+Cha.
* **On a 10+** both.
* **On a 7–9** one or the other.
* *Choices:*
* Your allies are rallied and take +1 forward.
* Your enemies feel fear and act accordingly (avoiding you, hiding, attacking with fear-driven abandon).",advanced
1844,The BARBARIAN,Mark of Might,"When you take this move and spend some time uninterrupted, reflecting on your past glories you may mark yourself with a symbol of your power (a long braid tied with bells, ritual scars or tattoos, etc). Any intelligent mortal creature who sees this symbol knows instinctively that you are a force to be reckoned with and treats you appropriately.",advanced
1845,The BARBARIAN,More! Always More!,"When you satisfy an appetite to the extreme (destroying something unique and significant, gaining enormous fame, riches, power, etc) you may choose to resolve it. Cross it off the list and mark XP. While you may pursue that appetite again, you no longer feel the burning desire you once did. In its place, choose a new appetite from the list or write your own.",advanced
1846,The BARBARIAN,The One Who Knocks,"When you defy danger, on a 12+ you turn the danger back on itself, the GM will describe how.",advanced
